Col1,Col2,Col3,Preprocessed Col3
12529,1,Lmaooo wait so why everybody talm bout card crackers?! I missed it,lmaoo wait everybody talm bout card cracker ||| miss
12530,1,Lmaoooo RT @Hand2DaHairline: His sister probably got the pussy that night RT @No_Cut_Card: #NeverForget http://t.co/HkXEbFWDYz&#8221;,lmaoo rt @ hand2dahairline ||| sister probably pussy night rt @ | cut | card | neverforget
12531,1,Lmaoooo deep RT @haneema: That girl curved every nigga that tried to holla and nobody said ""fuck you then bitch""...#whiteprivilege,lmaoo deep rt @ haneema ||| girl curve nigga try holla say " " fuck you bitch | whiteprivilege
12532,1,Lmaoooo nah I'm down here turning up RT @4TR0N3: Yah not gonna believe this but @ItsNotHarold being a bitch in BG being a bitch &#128514;&#128514;&#128514;&#128514;,lmaoo nah turn rt @ 4tr0n3 ||| yah gonna believe ||| @ itsnotharold bitch bg bitch | | |
12533,2,Lmaoooo!!!!!!!!!!!! ""@King_Komo: A bird in the hand is worth two in the bush. http://t.co/50Ye6jAADU"",lmaoo ||| " " @ king | komo ||| bird hand worth bush
12534,1,LmaooooRT @BakeGriffin Remember when y'all bitches were Lotus Flower Bombs around this time last year,lmaoort @ bakegriffin remember ||| y'all bitch lotus flower bomb time year
12535,1,Lmaooooo RT @savvgrace: bitches be like &#8220;relationship goals&#8221;&#8230;. Dumb ass nigga http://t.co/5CuNHFd79O,lmaoo rt @ savvgrace ||| bitch like | relationship goalsand | ||| dumb ass nigga
12536,1,Lmaooooo im outta here RT @da_1eye_creep Bobby Shmurda looks like a negro league player http://t.co/SngyNAGULC,lmaoo im outta rt @ da | eye | creep bobby shmurda look like negro league player
12537,1,Lmaoooooo &#171;@PubesOnFleeK: That bitch stripping at a murder scene &#8220;@ItsDollyCouture: My view &#128525; http://t.co/oiJizl0naF,lmaoo | @ pubesonfleek | bitch strip murder scene | @ itsdollycouture | view
12538,2,Lmaoooooo @ Supreme being trash. Guess Bape is trash to huh?,lmaoo @ supreme trash ||| guess bape trash huh
12539,1,Lmaoooooo RT @HeauxmerSimpson RT @iluvfashion618 Dre really is a big sloppy bitch. He's fat as shit.,lmaoo rt @ heauxmersimpson rt @ iluvfashion618 dre really big sloppy bitch ||| 's fat shit
12540,1,Lmaoooooo lil Dave you a hoe for that,lmaoo lil dave you hoe
12541,1,Lmaoooooooo RT @80sbaby4life: You woke up a faggot didnt you RT @Maxin_Betha: My nigga ain't get carded since I was a sophomore b,lmaoo rt @ 80sbaby4life ||| you wake faggot didnt you rt @ maxin | betha ||| nigga ai n't card ||| sophomore b
12542,1,Lmaoooooooo RT @Chollie_Grapes: Dumped the shyt outta me. Fuck wrong with her. I'm perfect like angel pussy,lmaoo rt @ chollie | grape | dump shyt outta ||| fuck wrong ||| perfect like angel pussy
12543,1,Lmaoooooooo! RT @HeauxmerSimpson D'Angelo prolly nice as shit at Madden now. Lmao. Fat bitch.,lmaoo ||| rt @ heauxmersimpson d'angelo prolly nice shit madden ||| lmao ||| fat bitch
12544,1,Lmfao RT @GahDamnAnimal: Fat hoes in tight clothes be lookin like a half opened can of biscuits,lmfao rt @ gahdamnanimal ||| fat hoe tight clothe lookin like half open biscuit
12545,1,Lmfao RT @Luvv_55st Eating pussy RT @DanaBlack55st: Of what? &#128064; RT @CreativeBlair: I really want my braces off it's in the way &#128553;&#128553;,lmfao rt @ luvv | 55st eat pussy rt @ danablack55st | ||| | rt @ creativeblair ||| really want brace way |
12546,2,Lmfao RT @NYDailyNews: The New York @Yankees have won 27 World Series titles &#8211;&#160;the most of all-time.,lmfao rt @ nydailynews ||| new york new york @ yankee win world series title | | | time
12547,1,"Lmfao RT @_TrishaAnn_: I only twerk to ""Somewhere in America"" because when Hov says twerk, you twerk bitch!!",lmfao rt @ | trishaann | twerk " " america " " ||| hov say twerk | you twerk bitch
12548,1,Lmfao all bitches is hoes then,lmfao bitch hoe
12549,1,Lmfao bitch got her shit rocked,lmfao bitch shit rock
12550,1,Lmfao but "" we don't talk "" gtfoh &#128514;&#128514; bitch I guessed it! &amp; I was right &#128514;&#128527;,lmfao ||| " " talk " " gtfoh | | ||| bitch guess ||| andamp ||| ; right |
12551,1,Lmfao custy bitches be like ( ) come on in,lmfao custy bitch like | come
12552,1,Lmfao hoe,lmfao hoe
12553,1,Lmfao niggas was going ham on the trash can in class.,lmfao nigga ham trash class
12554,2,Lmfao no you didnt RT @SS4_Fresh: @vivelacourtney got cute new avi and all but she too old for colored contacts &#128073;&#128064;&#128584;,lmfao you didnt rt @ ss4 | fresh ||| @ vivelacourtney cute new avi old color contact | |
12555,1,Lmfao right!..RT @kohkohbxtchzz: You knew you was sidechick. Stop hating hoe.,lmfao right ||| rt @ kohkohbxtchzz ||| you know you sidechick ||| stop hate hoe
12556,1,Lmfao this is some straight up retarded shit up in here,lmfao straight retard shit
12557,1,"Lmfao u sloth trinidad james with a relaxer lookin ass bitch""@Flowy_Bri: i hate niggers, imma start talking to white boys.""",lmfao u sloth trinidad james relaxer lookin ass bitch " " @ flowy | bri ||| hate nigger ||| imma start talk white boy "
12558,1,Lmfao watching Brokeback Mountain with Taylor cuz we've both never seen it aha #queers @mckinley719,lmfao watch brokeback mountain taylor cuz 've aha | queer @ mckinley719
12559,1,Lmfao.. oh i forgot.. texting it to u now RT @DaRealQuitaM: @VonshayeB I told u to text me what I need to buy for the salad a bitch hungry,lmfao ||| oh forget ||| text u rt @ darealquitam ||| @ vonshayeb tell u text need buy salad bitch hungry
12560,1,"Lmfaooo nigga RT @SenorSteez: Nigga, yo lips look like a charcoal bitch pussy.",lmfaoo nigga rt @ senorsteez | nigga | yo lip look like charcoal bitch pussy
12561,1,Lmfaooo this bitch hits my car and calls the cops and says it was my fault &#128514;&#128514;&#128514; dumb bitch,lmfaoo bitch hit car cop say fault | | | dumb bitch
12562,1,Lmfaooo&#8220;@AdrienBroner: Two bad bitches giving me head at the same dam time...... #oldPICS LOL http://t.co/Y4dXfH8nLv&#8221;,lmfaooand | @ adrienbroner ||| bid bitch head dam time ||| oldpics lol
12563,1,Lmfaoooo fizz baby mama snatched that bitch soul,lmfaoo fizz baby mama snatch bitch soul
12564,1,Lmfaooooo RT @miavenise: Can't trust a bitch that don't smile with her teeth.,lmfaoo rt @ miavenise ||| trust bitch smile tooth
12565,1,Lmfaoooooo RT @BryceHamilton11: I'm so glad my shorty ain't all over twitter and IG tryna be a famous Columbus hoe &#128514;&#128514;&#128514;&#128514;,lmfaoo rt @ brycehamilton11 ||| glad shorty ai n't twitter ||| ig tryna famous columbus hoe | | |
12566,1,Lmfaoooooo RT @TooDopeForLife: LMFAOOOOOOOPOOOOOO RT @DJKayyOhh: &#8220;here come yo bitch ass auntie&#8221; http://t.co/e5KlLhp0CV,lmfaoo rt @ toodopeforlife | lmfaoopoo rt @ djkayyohh | | come yo bitch ass auntieand
12567,1,Lmfaooooooooo bro RT @BrandNewAndrew: Strippers on twitter talking about how much money they made tonight. Like bitch i will rob you,lmfaoo bro rt @ brandnewandrew ||| stripper twitter talk money tonight ||| like bitch rob you
12568,1,Load this bitch up with Kool Aid,load bitch kool aid
12569,1,Lock 5 fat bitches in 1 room for 5 days with just 5 Mcdoubles. Now that's hunger games,lock fat bitch room day just mcdoubles ||| 's hunger game
12570,2,Log off nigger RT @PoloKingBC: #relationshipgoals http://t.co/Ge9koImYGj,log nigger rt @ polokingbc | relationshipgoals
12571,1,Lol #Facts ""@MikeDiggEm: The baddest bitches be porn stars n strippers"",lol | fact " " @ mikediggem ||| baddest bitch porn star n stripper " "
12572,1,Lol @ ""active"" RT @SherinaVictoria: Idgaf about an active hoe as long as she's not fucking my man. need to learn how to mind your business.,lol @ " " active " " rt @ sherinavictoria | idgaf active hoe long 's fuck man ||| need learn mind your business
12573,1,Lol @ me next time bitch,lol @ time bitch
12574,1,Lol Father has bitches pouring arizona tea on themselves in this one video,lol father bitch pour arizona tea video
12575,1,"Lol I followed the bitch just so I can unfollow her cause she talkin shit, shit away with her two",lol follow bitch just unfollow cause talkin shit | shit away
12576,1,Lol I love when ppl think ima fucking look away like a pussy when I catch them staring at me lmao LOOK AWAY HOE,lol love ppl think ima fuck look away like pussy ||| catch stare lmao look away hoe
12577,1,"Lol I make hoes madd hahhaha, @No_FAKINGG. ;)",lol hoe madd hahhaha | @ | fakingg ;)
12578,1,Lol I never understood retards who use the atm and pay a $2 fee to get $20 and put it in gas so the don't pay the credit price -_-,lol understand retard use atm pay | fee | gas pay credit price
12579,1,Lol I see what you did there RT @JayWiz614: @ItsNotHarold hell yeah bitches hate that shit,lol you rt @ jaywiz614 ||| @ itsnotharold hell yeah bitch hate shit
12580,1,Lol I told Kenzie's bf I was going to stop cussing and he lol'd in my face like bitch u don't even know me,lol tell kenzie 's bf stop cuss lol 'd face ||| like bitch u know
12581,1,Lol I told my brother imma good christin girl he said nah u a wholesome hoe lmaoo so bogus who says shit like dat he mean af,lol tell brother imma good christin girl say nah u wholesome hoe lmaoo bogus say shit like dat mean af
12582,1,Lol It ain't nun wrong wit Tryn to be 1 of da realist niccas n da city tho #salute,lol ai n't nun wrong wit tryn da realist niccas n da city tho | salute
12583,1,Lol Jk I changed my number on them ho*s,lol jk change number ho | s
12584,1,Lol Lebron a bitch.. Now that basketball is back say goodbye to sports center.. It's Lebron center now..,lol lebron bitch ||| basketball say goodbye sport center ||| lebron center
12585,0,Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice,lol nicca dime game soo clout niccas goin da store buy sum dice
12586,1,Lol RT @HURRICANESENSEI: @viaNAWF ""Just need to know what that pussy like so one time is fine with me"",lol rt @ hurricanesensei ||| @ vianawf " " just need know pussy like time fine " "
12587,0,Lol RT @JayFucknHarris: Youuuuu got niggas but I don't got bitches,lol rt @ jayfucknharris ||| youu nigga ||| bitch
12588,1,Lol RT @MsTamarShawnice Most chicks that go to Enon are hoes or reformed hoes,lol rt @ mstamarshawnice chick enon hoe reform hoe
12589,1,Lol Sam said ""Betty Boop"" is a hoe &#128514;,lol sam say " " betty boop " " hoe
12590,1,Lol actually bitch please choke on my nuts.,lol actually bitch choke nut
12591,1,Lol at bitches thinking Kanye is the perfect man because he opened the car door for his wife.. You bitches don't know wtf y'all need..,lol bitch think kanye perfect man ||| open car door wife ||| you bitch know wtf y'all need
12592,1,Lol at the random ""fist fight"" aka pussy shove match at DnD tonight.,lol random " " fist fight " " aka pussy shove match dnd tonight
12593,1,Lol at these honkies talking trash I'm done with this shit #growup #whitetrash,lol honky talk trash shit | growup | whitetrash
12594,1,Lol at this bitch ass boy telling me how to respond to ""peer pressure"" for values of ""peer pressure"" that equal being called a groupie,lol bitch ass boy tell respond " " peer pressure " " value " " peer pressure " " equal groupie
12595,1,Lol bitch,lol bitch
12596,1,Lol bitch u a has been,lol bitch u
12597,1,Lol bitch you think you're classy? THE FUCK EVER,lol bitch you think you classy ||| fuck
12598,1,Lol bitches be hella mad about they exs like why can't you be friends and forget about the past,lol bitch hella mad exs like you friend forget past
12599,2,Lol colored contacts played out.,lol color contact play
12600,1,Lol dat bitch petty,lol dat bitch petty
12601,1,Lol faggot team pipe ""beef"",lol faggot team pipe " " beef " "
12602,1,Lol hell naw fuck dat one swing all swing bitch one gone get punch then the rest gone get punched tf out lmao,lol hell naw fuck dat swing swing bitch punch ||| rest punch tf lmao
12603,2,Lol ike Turner http://t.co/8yNqYYaOjo,lol ike turner
12604,1,Lol im out here curving bitches like im taken,lol im curve bitch ||| like im
12605,1,Lol it's 4:36 and bitches are out here staggering drunk,lol | bitch stagger drink
12606,1,Lol lawwwddd that's why I aint fuck with jitt I never wanna be labeled a ""hoe"",lol lawwdd 's aint fuck jitt wanna label " " hoe " "
12607,1,Lol life Made her a hoe,lol life hoe
12608,1,Lol look @LoveRHateMe_ is Mike Brown's twitter. Look at the trash he wrote about lmao. Gentle Giant my ass #Ferguson,lol look @ loverhateme | mike brown 's twitter ||| look trash write lmao ||| gentle giant ass | ferguson
12609,1,Lol my brother a fag Mann,lol brother fag mann
12610,1,Lol my brothers just said he a pussy ass niga well in the words of wizdom I second dat lmaoo leave u hurt out here,lol brother just say pussy ass niga word wizdom second dat lmaoo leave u hurt
12611,1,Lol my porn name is master licker wtf y I gotta have dat bitch ass name,lol porn master licker wtf y gotta dat bitch ass
12612,1,Lol niccas remember the ginyu force &#128514;,lol niccas remember ginyu force
12613,1,Lol niggas out here saving hoes &#128514;&#128514;,lol nigga save hoe |
12614,1,Lol niggas still be talking about me threw bitches smh,lol nigga talk throw bitch smh
12615,1,Lol petty ass RT @BreadTruckkBri: Lmmfaooooo @drake a hoe &#128514;&#128514;&#128514; http://t.co/mStsEEeT4R,lol petty ass rt @ breadtruckkbri | lmmfaoo @ drake hoe | |
12616,1,Lol shawty at sheets gave me her number haha I throw tht shit in trash outside,lol shawty sheet number haha throw tht shit trash outside
12617,1,Lol stop fuckin wit dem birds. RT @Drako_713 Fuck y'all hoes all y'all do is lie,lol stop fuckin wit dem bird ||| rt @ drako | fuck y'all hoe y'all lie
12618,1,Lol that's some hoe shit,lol 's hoe shit
12619,1,Lol they tricking niccas left n right,lol trick niccas leave n right
12620,1,"Lol this freshman said why dress up as a baby that's so retarded, I said well I mean u act like a baby so might as well dress like one",lol freshman say dress baby 's retard | say mean u act like baby dress like
12621,1,Lol this girl makes fun of guys for having like light voices but I'm just like bitch your voice is like deeper than five men together wtf,lol girl fun guy like light voice ||| just like bitch your voice like deep man wtf
12622,1,Lol u mad motherfuckin hoe,lol u mad motherfuckin hoe
12623,1,Lol when a nigga say he miss u say don't miss me miss ya bitch lmao,lol nigga ||| say miss u say miss miss ya bitch lmao
12624,0,Lol you're a cunt liar and I hope you drop dead k :-),lol you cunt liar ||| hope you drop dead k :-)
12625,1,Lol!! &#8220;@ItzSweetz_Bitch: Ooop! QT @TiFFANY_P0RSCHE: You little twats.&#8221;,lol ||| | @ itzsweetz | bitch | oop ||| qt @ tiffany | p0rsche | you little twats.and
12626,0,"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass.",lol | ||| south automatically sound like fuck redneck ||| hahahaha fuck you | stupid ass
12627,1,"Lol, what I look like waiting on another nigga bitch.&#128514;&#128514;&#128514;",lol | look like wait nigga bitch.and | |
12628,1,Lol. Nice crutch hoe.,lol ||| nice crutch hoe
12629,2,Lol.. shut up! RT @ABrown252: @VonshayeB lmao early bird gets the worm,lol ||| shut ||| rt @ abrown252 ||| @ vonshayeb lmao early bird worm
12630,1,Lololol joey lattimes phone just called him retarded,lololol joey lattimes phone just retard
12631,1,Lolololol not to be a hoe but that was a nyyce one,lolololol hoe ||| nyyce
12632,1,Long hair = pussy any time you want it,long hair | pussy time you want
12633,1,Long neck ass bitch lmbo,long neck ass bitch lmbo
12634,2,Long yellow.,long yellow
12635,1,Longway bitch,longway bitch
12636,1,"Look A Y'all Makeup bitches , Lookin like a ghost when ya wake up bitches",look y'all makeup bitch | lookin like ghost ||| ya wake bitch
12637,1,Look at me. Does it look like I give a fuck? Or half a fuck? Or the square root of a fuck. No. The slope of my fuck is zero.,look ||| look like fuck ||| half fuck ||| square root fuck ||| no. slope fuck zero
12638,1,Look at that THOT... pussy popping for usher.,look thot ||| pussy pop usher
12639,1,"Look at them hoes, man fuck them hoes niggah lets get smoked",look hoe | man fuck hoe niggah let smoke
12640,1,Look at this bad bitch @rachel_dority http://t.co/jnnqWISao5,look bid bitch @ rachel | dority
12641,0,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3",look coon ass nigga ||| stand damn toilet | look manhood |||
12642,1,Look at this fucking kaffirs hairdo. Only a nigger http://t.co/lmWqJ1EtOa,look fuck kaffir hairdo ||| nigger
12643,0,"Look at this little faggot.," look little faggot
""@Kellz622: Tell her she's beautiful as much as you can. It'll make her smile""",,"",""
12644,1,Look at this pussy @YatchakHannah http://t.co/cPyO5YP005,look pussy @ yatchakhannah
12645,1,Look at y'all bitches only Hmu when ya wifi on bitches,look y'all bitch hmu ya wifi bitch
12646,1,Look at you lying ass bitches couldn't finish school stripping on ya mind ass bitches,look you lie ass bitch finish school strip ya mind ass bitch
12647,1,Look at you.. Now look at us.. All my niggas look pussy as fuck,look you ||| look ||| nigga look pussy fuck
12648,1,Look bitch .. Go and suck a dick I'm a real street nicca I ain't wit Dat sucka shit!!,look bitch ||| suck dick real street nicca ai n't wit dat sucka shit
12649,1,Look rich act poor and never trip over a bitch that ain't yours &#128175;,look rich act poor trip bitch ai n't you
12650,1,"Look. Call me chubby. Call me a dumb stoner. Say I'm an asshole. Whatever. But we alllll know I can rap bitch, shut the hell up hahaha.",look ||| chubby ||| dumb stoner ||| say asshole ||| ||| know rap bitch | shut hell hahaha
12651,1,Looked like you but at the same time looked like some biker bitch or punk rock bitch from a 90's movie,look like you time look like biker bitch punk rock bitch | s movie
12652,1,Lookin at my bitch i bet she give yo ass a bone,lookin bitch bet yo ass bone
12653,1,Lookin at u hoes #federalboobieinspector http://t.co/wxLgV8xKDX,lookin u hoe | federalboobieinspector
12654,1,Lookin for your bitch she probably with me ?,lookin your bitch probably
12655,1,Lookin like a total swag fag ayeeee,lookin like total swag fag ayee
12656,2,Looking back I liked colored better. Let's go back to that,look like color better ||| let
12657,2,Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.,look forward | ncaa | nba basketball | state soon | iubb | hoosier | pacer | pacernation course breadstick
12658,1,Looking like a nappy headed hoe but reppin that Patrick Ewing crew neck tho http://t.co/6Z7SnF26Xh,look like nappy head hoe reppin patrick ewing crew neck tho
12659,2,Looks as if Federal Gun Laws to be proposed this week lack #AWB. Hope the #media and #antigun crowd choke on crow.,look federal gun law propose week lack | awb ||| hope | media | antigun crowd choke crow
12660,2,Looks like a tool but is useful as a clay hammer #fag @hOPPondis http://t.co/K7wqlAWRwM,look like tool useful clay hammer | fag @ hoppondis
12661,2,Looks like the #Yankees will be competing with #Boston for the East cellar this year #MLB,look like | yankee compete | boston east cellar year | mlb
12662,1,Looks like the next douche bag #teabagger to be crowned governor is some ghoul named Ducey (rhymes with douchy) #azgov #azvotes #Tcot #gop,look like douche bag | teabagger crown governor ghoul ducey | rhyme douchy | azgov | azvotes | tcot | gop
12663,1,Lord RT @Bbbnnnnnnas: @cocainemodel just shut up you pathetic ass bitch you're so worthless,lord rt @ bbnnas ||| @ cocainemodel just shut you pathetic ass bitch you worthless
12664,1,Lord please get me out of this ghetto ass hospital &#128514;&#128514;,lord ghetto ass hospital |
12665,1,Los bitch taught me the true meaning of gravity when her panties kissed her ankles!,los bitch teach true mean gravity ||| panty kiss ankle
12666,1,Los bitch told me if my name start with a D i could fuck...A B C SHE GOT THE D,los bitch tell ||| start d fuck ||| b c d
12667,1,Los pussy ass lost by 3 points!! &#128514;&#128514;&#128514; I WINNNNNNNNN,los pussy ass lose point ||| | | | winn
12668,1,"Lot of my peeps playing 2nite, G playing against the heat, my nig Louie playing against Rutgers, and my girl tif playing in the WNBA finals",lot peep play nite | g play heat | nig louie play rutgers | girl tif play wnba final
12669,1,Lou is such a lil bitch,lou lil bitch
12670,1,Love a bitch fight,love bitch fight
12671,1,Love fat hoes n tight clothes n granny panties seeeexxaaaay.,love fat hoe n tight clothe n granny panty seexxaay
12672,1,Love getting nudes from my bitches &#128520;&#128520;&#128520;&#128520;&#128520;&#128520;&#128520;,love nude bitch | | | | | |
12673,1,Love having subs cause when my,love sub cause
Mom starts being a fucking bitch I just crank up the system. Simple solutions,,"",""
12674,2,Love is a bird of flames. Thank you for that song @DAVID_LYNCH @chrysta_bell,love bird flame ||| thank you song @ david | lynch @ chrysta | bell
12675,1,Love my bitches @CheralynVB @mckinley719 @LaurieMcKinley,love bitch @ cheralynvb @ mckinley719 @ lauriemckinley
12676,1,"Love when the bitches take selfies with their tongue out, just gearin up for that money shot",love ||| bitch selfies tongue | just gearin money shoot
12677,1,"Love you more, than those bitches before. Say you'll remember, baby, say you'll remember. I will love you until the end of time. &#9203;&#128149;",love you | bitch ||| say you 'll remember | baby | ||| say you 'll remember ||| love you end time ||| |
12678,1,Love'em and hate 'em... &#171;@my_shit_bit Big booty bitches.&#187;,love'em hate | em ||| | @ | shit | bite big booty bitches.and
12679,1,"Lovin hoes but thats same bitch we put the pipe in. She suckin dick, thats the same bitch you give goodnight kiss",lovin hoe ||| thats bitch pipe in. suckin dick ||| thats bitch you goodnight kiss
12680,1,Low info people are pissed!! Oh no!! Dumb fucks. Race baiting bitches,low info people piss ||| oh ||| dumb fuck ||| race bait bitch
12681,1,Lowkey got a Fan of my hoop skills at lbcc aha he my niggah now lol,lowkey fan hoop skill lbcc aha niggah lol
12682,1,Lowkey you're still my bitch &#128527;,lowkey you bitch
12683,1,Loyal pussy forever bein better than the bitch thats been passed around.,loyal pussy forever bein better bitch thats pass
12684,1,Lucky bitch still in Ecuador&#128530;,lucky bitch ecuadorand
12685,1,"Luda said that his bitch bad, well mine looks better in any weather lol",luda say bitch bid ||| look better weather lol
12686,1,Luke Bryan is such a faggot tool,luke bryan faggot tool
12687,1,Lying bitch http://t.co/TCjHTFxBhc,lie bitch
12688,0,"Lynch mob thugs threaten Zimmerman jury; &#8216;N*ggas coming for that bitch ass&#160;jury&#8217; http://t.co/XY6v2YtyAS The hatred won't stop flowing,,#War",lynch mob thug threaten zimmerman jury | | n | ggas come bitch assand | juryand | ||| hatred stop flow | war
12689,1,ME TOO!!! RT @FreeBandVersace @Miller_Hi_Life i'm finna look for tht hoe...but shiiiid...i know sumptin bout a (cont) http://tl.gd/b245js,||| rt @ freebandversace @ miller | hi | life finna look tht hoe ||| shiid ||| know sumptin bout | cont
12690,2,MT: ""@DocKozlowski: Ted Cruz ""We are proud wacko birds"". #StandWithCruz #KeepCruzing"" is that a pun?,mt | " " @ dockozlowski ||| ted cruz " " proud wacko bird ||| standwithcruz | keepcruzing " " pun
12691,1,MURDER HER RT @RepMyCityX: When u fuck with crazy bitches shit like this happens :(,murder rt @ repmycityx ||| u fuck crazy bitch shit like happen :(
Feel bad for ol boy http://t.co/IjacWo6OB8,,"",""
12692,1,MY CHEST&#8230; RT @LILBTHEBASEDGOD: ima make a song called perez hilton and its gonabe about a gay party boy who&#8217;s a fat slut with no bitches.,chestand | rt @ lilbthebasedgod ||| ima song perez hilton gonabe gay party boy whoand | s fat slut bitch
12693,1,MY. NIGGA!! RT @Lito_TheGawd: Feel good to not have no hoes. Yall can't even throw that charge my way no more.,||| nigga ||| rt @ lito | thegawd | feel good hoe ||| yall throw charge way
12694,1,"Ma bottom bitch cotton pick if I tell her too , she give me money all yo hoe give you is attitude",ma bitch cotton pick ||| tell ||| money yo hoe you attitude
12695,1,Macc &amp; Cheese,macc andamp | cheese
Maccin these bitches &amp; Makin my Cheese&#128514;&#128557;&#128514;,,"",""
12696,2,"Mace For Your Wife, Charlie Brown? #rejectedpeanutsspecials",mace your wife | charlie brown ||| rejectedpeanutsspecials
12697,2,"Mad respect to Affleck for refusing to wear a Yankees cap, though as a Sox fan wearing a Mets cap probably irritated him too.",mad respect affleck refuse wear yankee cap | ||| sock fan wear met cap probably irritate
12698,1,Mad that it's a pussy gym and full of fuck people,mad ||| pussy gym fuck people
12699,1,Made it to the World Series. Ned Yost out here fucking everybody bitch on the low.,world series ||| ned yost fuck everybody bitch low
12700,1,Made one of my all time favorites look like a bitch on the grandest stage of em all,time favorite look like bitch grand stage em
12701,2,Madea and this old hillbilly are hilarious together.,madea old hillbilly hilarious
12702,2,Magellan? You suck at trash talk. @physguy2 @submix8c,magellan ||| you suck trash talk ||| @ physguy2 @ submix8c
12703,1,Magic 8 ball are these hoes loyal? http://t.co/G77bWIaX7f,magic ball hoe loyal
12704,2,Majority of it is trash anyway.,majority trash
12705,1,Majority of the hoes on this gram instafrontin http://t.co/3Nn47QAS,majority hoe gram instafrontin
12706,2,"Majority of the time, a woman's story is trash anyway...",majority time | woman 's story trash
12707,1,Make my burger bitch &#128514;&#128514; http://t.co/StVEpVMzZz,burger bitch |
12708,1,Make sure that pussy clean,sure pussy clean
Cuz ima eat until you scream,,"",""
12709,1,Make up artists = cover up for selling pussy or second gig for bartenders or students,artist | cover sell pussy second gig bartender student
12710,1,Make your first impression with me the best or like Nino Brown ima cancel that bitch,your impression best like nino brown ima cancel bitch
12711,1,Makem eat my ass since eating pussy ain't major nomore &#128175;&#128553;&#128514;&#9996;&#65039;&#128584;&#128129;&#128079;&#128522;,makem eat ass eat pussy ai n't major nomore | | | | | | | |
12712,1,Makeup be saving alot of these bitches from being single,makeup save alot bitch single
12713,1,Makeup save you hoes,makeup save you hoe
12714,2,Making brownies,brownie
12715,2,Making up Drake disses&gt;&gt; RT @RepMyCityX: @TyZebruh cant wait to call it trash and tell everyone that B L U will forver be the goat out of LA,drake dissesandgt | andgt | rt @ repmycityx ||| @ tyzebruh wait trash tell ||| b l u forver goat la
12716,0,Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid,man @ fugazi3011 ||| duck like true hick ||| split white trash faggot lid
12717,1,Man I can't stop looking at this hoe twerking on my Facebook,man stop look hoe twerking facebook
12718,1,Man I do have hoes and they are all in the same location &#128589;,man hoe ||| location
12719,1,Man I hope she don't think I think she a hoe. @lezgnik,man hope think think hoe ||| @ lezgnik
12720,1,Man I just watched that 50 shades of gay trailer and that shit looked like the wackest movie of all time. Y'all be hyping up trash on here,man just watch shade gay trailer ||| shit look like wackest movie time ||| y'all hype trash
12721,1,Man I rather see the morning selfies of bitches who dont change they look with the case of the Mondays then see the jay/bey poster. Ijs.,man morning selfies bitch dont change look case monday jay | bey poster ||| ijs
12722,0,Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...,man swear today 's ||| like nation hit tony 's drive day ||| chink smash
12723,1,"Man I thought that heifer was yo old bitch, when you first went to the feds I was that nigga she would smoke with.",man think heifer yo old bitch | ||| you fed nigga smoke
12724,1,Man I wish this bitch would just STFU!!!,man wish bitch just stfu
12725,1,Man I'm tired of dealing with these hoes but my dick not,man tire deal hoe dick
12726,1,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that,man tryin intoxication charlie sheen level today ||| just
12727,1,Man I'm tryna give Chief Keef's mixtape a chance but this shit trash,man tryna chief keef 's mixtape chance shit trash
12728,2,Man arrested after 40 opened nip bottles of vodka found in car http://t.co/VtusSbGHbR,man arrest open nip bottle vodka car
12729,1,Man bitches love Beyonce....no punch line,man bitch love beyonce ||| punch line
12730,1,Man dude next to me got 2 of the worst looking hoes I ever seen but hey it is 2,man dude worst look hoe ||| hey
12731,1,"Man fuck these bitch ass niggas, how y'all doin?",man fuck bitch ass nigga | y'all doin
12732,1,Man heartburn is a bitch,man heartburn bitch
12733,1,Man if a bad washington heights chick on Dyckman likes me grabs her pussy and yells out ""what's good son"" I'm still fuckin,man ||| bid washington height chick dyckman like grab pussy ||| yell " " 's good son " " fuckin
12734,1,"Man if that bitch dont call me back for the job cuhh, uma be snapping.",man ||| bitch dont job cuhh ||| uma snap
12735,2,Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime #RedskinsBlow,man im glad im redskin playoff consider happen lifetime | redskinsblow
12736,2,Man in zebra print dress robs bank http://t.co/3xaPAYzbge,man zebra print dress rob bank
12737,1,Man it's some bad built bitches in San Antonio.....&amp; if u can't wear a thong on the beach yo ass bet not retweet this,man bid build bitch san antonio ||| andamp | ||| u wear thong beach yo ass bet retweet
12738,1,Man my bitch is beautiful Helen of Troy.,man bitch beautiful helen troy
12739,1,Man stop acting like faggots and go for the WIN! @Kaepernick7,man stop act like faggot win ||| @ kaepernick7
